# 資料庫版本: 2021-08-22
道字典字號	道漢字音粵語音典字號	頁碼	粵拼聲母	粵拼韻母	粵拼聲調	九聲聲調	韻母組	粵拼讀音	字頭	(輔助檢索用異體)	釋義	釋義本作「同上」	校訂註
D7405	B54K18	74	g	eoi	6	6	eoi	geoi6	颶	𩗗	風～		
D7406	B54L03	74	k	eoi	1	1	eoi	keoi1	拘		限制也，又～捕		
D7407	B54L11	74	k	eoi	1	1	eoi	keoi1	區		～域		
D7408	B54L13	74	k	eoi	1	1	eoi	keoi1	嶇		崎～		
D7409	B54L08	74	k	eoi	1	1	eoi	keoi1	俱	倶	皆～		
D7410	B54L18	74	k	eoi	1	1	eoi	keoi1	駒		良馬		
D7411	B54L07	74	k	eoi	1	1	eoi	keoi1	袪		～除，卻也		
D7412	B54L20	74	k	eoi	1	1	eoi	keoi1	軀		身～		
D7413	B54L21	74	k	eoi	1	1	eoi	keoi1	驅		跑馬也，又奔走		
D7414	B54M05	74	k	eoi	4	4	eoi	keoi4	渠		溝～		
D7415	B54M01	74	k	eoi	4	4	eoi	keoi4	劬		～勞		
D7416	B54M18	74	k	eoi	4	4	eoi	keoi4	衢		通～，街道		
D7417	B54M21	74	k	eoi	5	5	eoi	keoi5	拒		抗～		
D7418	B54M22	74	k	eoi	5	5	eoi	keoi5	距		～離		
D7419	B54M20	74	k	eoi	5	5	eoi	keoi5	佢		他也		
D7420	B55A01	74	d	eoi	1	1	eoi	deoi1	堆		～積，坭～		
D7421	B55A04	74	d	eoi	3	3	eoi	deoi3	兑	兌	～換，滙～		
D7422	B55A08	74	d	eoi	3	3	eoi	deoi3	對		～答，～向，成～		
D7423	B55A07	74	d	eoi	3	3	eoi	deoi3	碓		臼～		
D7424	B55B03	74	d	eoi	6	6	eoi	deoi6	隊		羣也，～伍		
D7425	B55C01	74	t	eoi	1	1	eoi	teoi1	推		～讓，～究，～薦		
D7426	B55C03	74	t	eoi	2	2	eoi	teoi2	腿		腳～，大～		
D7427	B55C05	74	t	eoi	3	3	eoi	teoi3	退		～後，進～		
D7428	B55D04	74	t	eoi	4	4	eoi	teoi4	頹	頽	～敗，衰～		
D7429	B55E02	74	h	eoi	1	1	eoi	heoi1	吁		感歎		
D7430		74	h	eoi	1	1	eoi	heoi1	虛	虚	空也		
D7431	B55E13	74	h	eoi	1	1	eoi	heoi1	墟		～市，又荒廢也		
D7432	B55E01	74	h	eoi	1	1	eoi	heoi1	圩		～市，又荒廢也	Y	
D7433	B55E20	74	h	eoi	2	2	eoi	heoi2	許		可也，允也，又姓		
D7434		74	h	eoi	2	2	eoi	heoi2	煦		和～		
D7435	B55E24	74	h	eoi	3	3	eoi	heoi3	去		來～		
D7436	B56A04	74	z	oi	1	1	oi	zoi1	栽		培植，～培		
D7437	B56A01	74	z	oi	1	1	oi	zoi1	災		～禍，～害		
D7438	B56A03	74	z	oi	1	1	oi	zoi1	哉		結語詞		
D7439	B56A08	74	z	oi	2	2	oi	zoi2	宰		主～，烹～		
D7440	B56A10	74	z	oi	2	2	oi	zoi2	載		年～		
D7441	B56A12	74	z	oi	3	3	oi	zoi3	再		又也		
D7442	B56A13	74	z	oi	3	3	oi	zoi3	載		裝～		
D7443	B56B01	74	z	oi	6	6	oi	zoi6	在		存也，居也		
D7444	B56B03	74	z	oi	6	6	oi	zoi6	儎		貨～，船～		
D7445	B56C01	74	c	oi	1	1	oi	coi1	啋		呼問，喝～		
D7446	B56C07	74	c	oi	2	2	oi	coi2	採		取也，～花		
D7447	B56C05	74	c	oi	2	2	oi	coi2	彩		光～，～色		
D7448	B56C09	74	c	oi	2	2	oi	coi2	綵		五色之紬		
D7449	B56C03	74	c	oi	2	2	oi	coi2	采		與彩、綵通		
D7450	B56C10	74	c	oi	3	3	oi	coi3	菜		蔬～		
D7451	B56C12	74	c	oi	3	3	oi	coi3	蔡		姓～		
D7501	B56C11	75	c	oi	3	3	oi	coi3	塞		邊～，界～		
D7502	B56C14	75	c	oi	3	3	oi	coi3	賽		比～		
D7503	B56D01	75	c	oi	4	4	oi	coi4	才		～能，方～		
D7504	B56D02	75	c	oi	4	4	oi	coi4	材		～料		
D7505	B56D03	75	c	oi	4	4	oi	coi4	財		錢～，貨～		
D7506	B56D04	75	c	oi	4	4	oi	coi4	裁		～衣，～製		
D7507	B56D06	75	c	oi	4	4	oi	coi4	纔		方～		
D7508	B56E01	75	n	oi	6	6	oi	noi6	內		～外		
D7509	B56E02	75	n	oi	6	6	oi	noi6	奈		無～		
D7510	B56E05	75	n	oi	6	6	oi	noi6	耐		忍～，～久		
D7511	B56F02	75	s	oi	1	1	oi	soi1	腮		～頰		
D7512	B56F04	75	s	oi	1	1	oi	soi1	鰓		魚～		
D7513	B56G06	75	g	oi	1	1	oi	goi1	該		當也，應～		
D7514	B56G08	75	g	oi	2	2	oi	goi2	改		易也，更～		
D7515	B56H01	75	k	oi	3	3	oi	koi3	丐		乞～		
D7516	B56H08	75	k	oi	3	3	oi	koi3	溉	漑	灌～		
D7517	B56H12	75	k	oi	3	3	oi	koi3	概	槪	大～		
D7518	B56H09	75	k	oi	3	3	oi	koi3	慨		慷～，感～		
D7519	B56H17	75	k	oi	3	3	oi	koi3	蓋		覆也，又起語詞		
D7520	B56H04	75	k	oi	3	3	oi	koi3	盖		覆也，又起語詞	Y	
D7521	B56I01	75	ng	oi	1	1	oi	ngoi1	哀		悲～		
D7522	B56I03	75	ng	oi	2	2	oi	ngoi2	靄		雲多之貌		
D7523	B56I04	75	ng	oi	3	3	oi	ngoi3	愛		喜～，～慕		
D7524	B56J01	75	ng	oi	4	4	oi	ngoi4	呆		～蠢		
D7525	B56J04	75	ng	oi	6	6	oi	ngoi6	外		內～		
D7526	B56J07	75	ng	oi	6	6	oi	ngoi6	礙		窒～，阻～		
D7527	B56J05	75	ng	oi	6	6	oi	ngoi6	碍		窒～，阻～	Y	
D7528	B56K01	75	d	oi	6	6	oi	doi6	代		時～，世～，替～		
D7529	B56K05	75	d	oi	6	6	oi	doi6	待		等～，招～		
D7530	B56K06	75	d	oi	6	6	oi	doi6	袋		布～，衫～		
D7531	B57A01	75	t	oi	1	1	oi	toi1	胎		～兒，孕～		
D7532	B57B01	75	t	oi	4	4	oi	toi4	台		尊稱對方，又通臺		
D7533	B57B06	75	t	oi	4	4	oi	toi4	苔		菁～		
D7534	B57B11	75	t	oi	4	4	oi	toi4	臺		樓～		
D7535	B57B16	75	t	oi	4	4	oi	toi4	檯		桌也，～椅		
D7536	B57B07	75	t	oi	4	4	oi	toi4	枱		桌也，～椅	Y	
D7537	B57B14	75	t	oi	4	4	oi	toi4	擡		扛也，～担		
D7538	B57B04	75	t	oi	4	4	oi	toi4	抬		扛也，～担	Y	
D7539	B57B20	75	t	oi	5	5	oi	toi5	迨		至也		
D7540	B57B21	75	t	oi	5	5	oi	toi5	怠		～惰		
D7541	B57B19	75	t	oi	5	5	oi	toi5	殆		危也，將也		
D7542	B57C03	75		oi	1	1	oi	oi1	埃		塵～		
D7543	B57C01	75		oi	1	1	oi	oi1	哀		悲～		
D7544	B57C21	75		oi	2	2	oi	oi2	靄		雲多之貌		
D7545	B57C20	75		oi	2	2	oi	oi2	藹		和～		
D7546	B57C23	75		oi	3	3	oi	oi3	愛		喜～，～慕		
D7547	B57D01	75	h	oi	1	1	oi	hoi1	開		～門，打～		
D7548	B57D04	75	h	oi	2	2	oi	hoi2	海		河～		
D7549	B57D05	75	h	oi	2	2	oi	hoi2	凱		和樂，～旋。又善也		
D7601	B57E01	76	h	oi	4	4	oi	hoi4	孩		小童		
D7602	B57E08	76	h	oi	4	4	oi	hoi4	骸		～骨		
D7603	B57E10	76	h	oi	6	6	oi	hoi6	害		傷～，妨～		
D7604	B57E09	76	h	oi	6	6	oi	hoi6	亥		地支名，又戌～		
D7605	B58A01	76	z	yu	1	1	yu	zyu1	朱		紅色，又姓		
D7606	B58A08	76	z	yu	1	1	yu	zyu1	株		～樹，～守		
D7607	B58A09	76	z	yu	1	1	yu	zyu1	珠		珍～		
D7608	B58A17	76	z	yu	1	1	yu	zyu1	諸		眾也		
D7609	B58A15	76	z	yu	1	1	yu	zyu1	誅		殺也，～討		
D7610	B58A18	76	z	yu	1	1	yu	zyu1	豬	猪	～牛，燒～，劏～		
D7611	B58A10	76	z	yu	1	1	yu	zyu1	猪	豬	～牛，燒～，劏～	Y	
D7612	B58A11	76	z	yu	1	1	yu	zyu1	硃		銀～，～砂		
D7613	B58A14	76	z	yu	1	1	yu	zyu1	蛛		蜘～		
D7614	B58B02	76	z	yu	2	2	yu	zyu2	主		～意，～僕，君～		
D7615	B58B07	76	z	yu	2	2	yu	zyu2	煮	煑	～飯		
D7616	B58C03	76	z	yu	3	3	yu	zyu3	蛀		蟲～		
D7617	B58C05	76	z	yu	3	3	yu	zyu3	註		～解		
D7618	B58C01	76	z	yu	3	3	yu	zyu3	注		灌～，～意		
D7619	B58C08	76	z	yu	3	3	yu	zyu3	駐		停留也，又～紥		
D7620	B58C04	76	z	yu	3	3	yu	zyu3	著		～作，～明		
D7621	B58C10	76	z	yu	3	3	yu	zyu3	鑄		鎔～，～像		
D7622	B58D01	76	z	yu	6	6	yu	zyu6	住		居也		
D7623	B58D03	76	z	yu	6	6	yu	zyu6	箸		筷子		
D7624	B58D02	76	z	yu	6	6	yu	zyu6	筯		筷子	Y	
D7625	B58E02	76	c	yu	2	2	yu	cyu2	處		居～，～置		
D7626	B58F02	76	c	yu	3	3	yu	cyu3	處		地方也，辦事～		
D7627	B58G01	76	c	yu	4	4	yu	cyu4	厨	㕑|廚|𢊍	庖～，～房		
D7628	B58G07	76	c	yu	4	4	yu	cyu4	躇		躊～，遲疑不決		
D7629	B58H06	76	c	yu	5	5	yu	cyu5	杵		搗～，擂～		
D7630	B58H08	76	c	yu	5	5	yu	cyu5	柱		石～，木～		
D7631	B58H16	76	c	yu	5	5	yu	cyu5	署		衙～		
D7632	B58H13	76	c	yu	5	5	yu	cyu5	貯		積～，存～		
D7633	B58H17	76	c	yu	5	5	yu	cyu5	儲		～蓄，又姓		
D7634	B58H18	76	c	yu	5	5	yu	cyu5	曙		光明		
D7635	B58I05	76	s	yu	1	1	yu	syu1	舒		申也，～暢		
D7636	B58I02	76	s	yu	1	1	yu	syu1	書		～信，～籍		
D7637	B58I09	76	s	yu	1	1	yu	syu1	輸		運～，～贏		
D7638	B58J02	76	s	yu	2	2	yu	syu2	暑		～熱		
D7639	B58J01	76	s	yu	2	2	yu	syu2	黍		穀類		
D7640	B58J03	76	s	yu	2	2	yu	syu2	鼠		老～		
D7641	B58K03	76	s	yu	3	3	yu	syu3	庶		眾也，近也，～嫡		
D7642	B58K02	76	s	yu	3	3	yu	syu3	恕		忠～，寬～		
D7643	B58L02	76	s	yu	4	4	yu	syu4	殊		異也，極也		
D7644	B58L03	76	s	yu	4	4	yu	syu4	薯		～莨，番～		
D7645	B58M06	76	s	yu	6	6	yu	syu6	樹		～木，建～		
D7646	B58M07	76	s	yu	6	6	yu	syu6	豎		～立，童僕		
D7647	B58N04	76	j	yu	1	1	yu	jyu1	於		語助詞，又在也		
D7648	B58N01	76	j	yu	1	1	yu	jyu1	于		語助詞，又在也	Y	
D7649	B58N05	76	j	yu	1	1	yu	jyu1	竽		～笙，樂器		
D7650	B58O02	76	j	yu	2	2	yu	jyu2	煦		和～		
D7651	B58O01	76	j	yu	2	2	yu	jyu2	淤		～塞		
D7652	B58O03	76	j	yu	2	2	yu	jyu2	瘀		～血，～積		
D7653	B58O04	76	j	yu	2	2	yu	jyu2	嫗		老婦之稱		
D7701	B58P02	77	j	yu	3	3	yu	jyu3	飫		飽～		
D7702	B58Q06	77	j	yu	4	4	yu	jyu4	如		似也		
D7703	B58Q14	77	j	yu	4	4	yu	jyu4	俞	兪	姓～		
D7704	B58Q51	77	j	yu	4	4	yu	jyu4	漁		提魚人，又～利		
D7705	B58Q62	77	j	yu	4	4	yu	jyu4	孺		孩子曰～子		
D7706	B58Q12	77	j	yu	4	4	yu	jyu4	禺		番～，地名		
D7707	B58Q58	77	j	yu	4	4	yu	jyu4	餘		～剩		
D7708	B58Q29	77	j	yu	4	4	yu	jyu4	隅		一方		
D7709	B58Q34	77	j	yu	4	4	yu	jyu4	愚		～蠢		
D7710	B58Q08	77	j	yu	4	4	yu	jyu4	余		我也，又姓		
D7711	B58Q69	77	j	yu	4	4	yu	jyu4	歟		疑問之詞		
D7712	B58Q20	77	j	yu	4	4	yu	jyu4	娛	娯|娱	～樂		
D7713	B58Q21	77	j	yu	4	4	yu	jyu4	茹		草根也，又食也		
D7714	B58Q27	77	j	yu	4	4	yu	jyu4	魚		～蝦，鹹～		
D7715	B58Q45	77	j	yu	4	4	yu	jyu4	虞		憂也，料也，又姓		
D7716	B58Q55	77	j	yu	4	4	yu	jyu4	踰		跳過去		
D7717	B58Q56	77	j	yu	4	4	yu	jyu4	諛		諂～，奉承		
D7718	B58Q60	77	j	yu	4	4	yu	jyu4	儒		學者之稱		
D7719	B58Q02	77	j	yu	4	4	yu	jyu4	予		我也		
D7720	B58Q13	77	j	yu	4	4	yu	jyu4	盂		鉢～，痰～		
D7721	B58Q67	77	j	yu	4	4	yu	jyu4	輿		車～，又眾也		
D7722	B58R06	77	j	yu	5	5	yu	jyu5	汝		你也		
D7723	B58R05	77	j	yu	5	5	yu	jyu5	羽		鳥毛		
D7724	B58R04	77	j	yu	5	5	yu	jyu5	宇		天地曰～，又屋～		
D7725	B58R22	77	j	yu	5	5	yu	jyu5	與		共也，許也，又施～		
D7726	B58R07	77	j	yu	5	5	yu	jyu5	雨		風～		
D7727	B58R24	77	j	yu	5	5	yu	jyu5	語		言～		
D7728	B58R08	77	j	yu	5	5	yu	jyu5	乳		～汁，牛～		
D7729	B58R09	77	j	yu	5	5	yu	jyu5	禹		夏～		
D7730	B58R29	77	j	yu	5	5	yu	jyu5	齬		齟～，不相合也		
D7731	B58R23	77	j	yu	5	5	yu	jyu5	爾		你也		
D7732	B58S05	77	j	yu	6	6	yu	jyu6	寓		寄也，托也		
D7733	B58S08	77	j	yu	6	6	yu	jyu6	遇		逢也，合也		
D7734	B58S07	77	j	yu	6	6	yu	jyu6	喻	喩	譬～		
D7735	B58S09	77	j	yu	6	6	yu	jyu6	裕		富～，寬～		
D7736	B58S11	77	j	yu	6	6	yu	jyu6	預		先也，干～		
D7737	B58S24	77	j	yu	6	6	yu	jyu6	孺		孩子曰～子		
D7738	B58S19	77	j	yu	6	6	yu	jyu6	諭		曉～，告～，譬～		
D7739	B58S21	77	j	yu	6	6	yu	jyu6	豫		先也，悅也，安也		
D7740	B58S22	77	j	yu	6	6	yu	jyu6	禦		當也，捍也，抵～		
D7741	B58S13	77	j	yu	6	6	yu	jyu6	愈		越發也，病好也		
D7742	B58S06	77	j	yu	6	6	yu	jyu6	御		駕～，統～		
D7743	B58S26	77	j	yu	6	6	yu	jyu6	癒	瘉	病好曰～		
D7744	B58S27	77	j	yu	6	6	yu	jyu6	譽		名～		
D7745	B61B01	77	f	u	1	1	u	fu1	夫		～婦，丈～，～夫		
D7746	B61B02	77	f	u	1	1	u	fu1	伕		～役		
D7747	B61B07	77	f	u	1	1	u	fu1	呼		～喚		
D7748	B61B04	77	f	u	1	1	u	fu1	孚		信～		
D7749	B61B18	77	f	u	1	1	u	fu1	趺		打坐		
D7750	B61B16	77	f	u	1	1	u	fu1	枯		～槁		
D7751	B61B11	77	f	u	1	1	u	fu1	俘		～虜		
D7752	B61B32	77	f	u	1	1	u	fu1	膚		皮～		
D7753	B61B34	77	f	u	1	1	u	fu1	敷		足夠也，又～藥		
D7754	B61B27	77	f	u	1	1	u	fu1	孵		～卵		
D7755	B61B50	77	f	u	2	2	u	fu2	苦		辛～，悲～		
D7756	B61B46	77	f	u	2	2	u	fu2	府		政～，又屋也		
D7757	B61B45	77	f	u	2	2	u	fu2	虎		～豹		
D7758	B61B61	77	f	u	2	2	u	fu2	撫		～慰，～摩		
D7759		77	f	u	2	2	u	fu2	釜	釡	～鑊		
D7760	B61B48	77	f	u	2	2	u	fu2	斧		～頭		
D7761	B61B52	77	f	u	2	2	u	fu2	俯		低頭		
D7762	B61B55	77	f	u	2	2	u	fu2	腑		臟～		
D7763	B61B43	77	f	u	2	2	u	fu2	甫		大也，始也，又台～		
D7801	B61B67	78	f	u	3	3	u	fu3	咐		吩～		
D7802	B61B74	78	f	u	3	3	u	fu3	袴		衫～		
D7803	B61B72	78	f	u	3	3	u	fu3	庫		倉～		
D7804	B61B75	78	f	u	3	3	u	fu3	富		～貴，多財曰～		
D7805	B61B70	78	f	u	3	3	u	fu3	衭		衫～		
D7806	B61B73	78	f	u	3	3	u	fu3	副		佐也，正～		
D7807	B61B77	78	f	u	3	3	u	fu3	賦		～稅，～詩		
D7808	B61C01	78	f	u	4	4	u	fu4	夫		起語詞，又嘆詞		
D7809	B61C02	78	f	u	4	4	u	fu4	乎		疑問語助詞		
D7810	B61C05	78	f	u	4	4	u	fu4	芙		～蓉		
D7811	B61C03	78	f	u	4	4	u	fu4	扶		持也，～助		
D7812	B61C09	78	f	u	4	4	u	fu4	符		合也，～咒，又姓		
D7813	B61C08	78	f	u	4	4	u	fu4	蚨		青～，蟲名。又錢也		
D7814	B61C12	78	f	u	5	5	u	fu5	婦		～女，夫～		
D7815	B61C17	78	f	u	6	6	u	fu6	付		授也，交～		
D7816	B61C16	78	f	u	6	6	u	fu6	父		～母		
D7817	B61C19	78	f	u	6	6	u	fu6	附		～寄，～託		
D7818	B61C21	78	f	u	6	6	u	fu6	負		違背，～担，勝～		
D7819	B61C23	78	f	u	6	6	u	fu6	赴		去也		
D7820	B61C28	78	f	u	6	6	u	fu6	腐		～爛		
D7821	B61C22	78	f	u	6	6	u	fu6	訃		報喪曰～音		
D7822	B61C15	78	f	u	6	6	u	fu6	仆		倒也，僵也		
D7823	B61C27	78	f	u	6	6	u	fu6	傅		師～		
D7824	B61C29	78	f	u	6	6	u	fu6	輔		～助		
D7825	B61C31	78	f	u	6	6	u	fu6	駙		～馬		
D7826	B61D03	78	w	u	1	1	u	wu1	污	汚	不潔也，垢～		
D7827	B61D09	78	w	u	1	1	u	wu1	烏		～鴉		
D7828	B61D12	78	w	u	1	1	u	wu1	嗚		～呼，歎詞		
D7829	B61D15	78	w	u	2	2	u	wu2	祜		福也		
D7830	B61D16	78	w	u	2	2	u	wu2	塢		村外圍牆曰～		
D7831	B61D19	78	w	u	2	2	u	wu2	滸		水涯也		
D7832	B61D20	78	w	u	3	3	u	wu3	惡		憎～		
D7833	B61E01	78	w	u	4	4	u	wu4	狐		～狸		
D7834	B61E03	78	w	u	4	4	u	wu4	胡		何也，又姓		
D7835	B61E06	78	w	u	4	4	u	wu4	壺		酒～，茶～		
D7836	B61E11	78	w	u	4	4	u	wu4	糊		米～，漿～		
D7837	B61E07	78	w	u	4	4	u	wu4	湖		江～		
D7838	B61E02	78	w	u	4	4	u	wu4	弧		木製之弓		
D7839	B61E09	78	w	u	4	4	u	wu4	瑚		珊～		
D7840	B61E08	78	w	u	4	4	u	wu4	葫		～蘆		
D7841	B61E16	78	w	u	4	4	u	wu4	餬		糜～，～口		
D7842	B61E12	78	w	u	4	4	u	wu4	蝴		～蝶		
D7843	B61E17	78	w	u	4	4	u	wu4	鬍		～鬚		
D7844	B61E20	78	w	u	6	6	u	wu6	互		交～，～相		
D7845	B61E37	78	w	u	6	6	u	wu6	護	䕶	救～，～衛		
D7846	B61E19	78	w	u	6	6	u	wu6	户	戶|戸	門～		
D7847	B61E23	78	w	u	6	6	u	wu6	芋		～頭		
D7848	B61E33	78	w	u	6	6	u	wu6	滬		～江，上海		
D7849	B61F02	78	gw	u	1	1	u	gwu1	孤		～獨，～寒，～僻		
D7850	B61F04	78	gw	u	1	1	u	gwu1	沽		買也		
D7851	B61F05	78	gw	u	1	1	u	gwu1	姑		翁～，～且，～息		
D7852	B61F12	78	gw	u	1	1	u	gwu1	辜		～負，無～		
D7853	B61F15	78	gw	u	1	1	u	gwu1	菰		冬～，茨～		
D7854	B61F13	78	gw	u	1	1	u	gwu1	菇		冬～，茨～	Y	
D7855	B61F19	78	gw	u	1	1	u	gwu1	鴣		鷓～		
D7856	B61F22	78	gw	u	2	2	u	gwu2	古		～今，故也，老也		
D7857	B61F27	78	gw	u	2	2	u	gwu2	牯		牛～		
D7858	B61F34	78	gw	u	2	2	u	gwu2	鼓		鑼～，～動		
D7859	B61F25	78	gw	u	2	2	u	gwu2	股		大脾也。又～份		
D7860	B61F23	78	gw	u	2	2	u	gwu2	估		～計		
D7861	B61F33	78	gw	u	2	2	u	gwu2	賈		商～		
D7862	B61F36	78	gw	u	2	2	u	gwu2	瞽		盲人		
D7863	B61F41	78	gw	u	2	2	u	gwu2	蠱		～脹，～惑		
D7864	B61F48	78	gw	u	3	3	u	gwu3	僱		～用，～工		
D7865	B61F45	78	gw	u	3	3	u	gwu3	雇		～用，～工	Y	
D7901	B61F43	79	gw	u	3	3	u	gwu3	故		舊也，因也，死也		
D7902	B61F42	79	gw	u	3	3	u	gwu3	固		堅～，～執		
D7903	B61F51	79	gw	u	3	3	u	gwu3	顧		視也，念也，思也		
D7904	B61G01	79	kw	u	1	1	u	kwu1	箍		鐵～，篾～		
D7905	B61G02	79	kw	u	1	1	u	kwu1	骷		～髏，屍骨		
D7906	B62A01	79	z	iu	1	1	iu	ziu1	招		～徠，～待，又姓		
D7907	B62A04	79	z	iu	1	1	iu	ziu1	焦		火燒，～黑也		
D7908	B62A03	79	z	iu	1	1	iu	ziu1	朝		晨早		
D7909	B62A12	79	z	iu	1	1	iu	ziu1	礁		海中暗石也		
D7910	B62A10	79	z	iu	1	1	iu	ziu1	蕉		芭～，果名		
D7911	B62A05	79	z	iu	1	1	iu	ziu1	椒		胡～，辣～		
D7912	B62A16	79	z	iu	2	2	iu	ziu2	勦		殺滅也，～匪		
D7913	B62A15	79	z	iu	2	2	iu	ziu2	沼		池～		
D7914	B62A20	79	z	iu	3	3	iu	ziu3	照		明也，依～，～會		
D7915	B62A19	79	z	iu	3	3	iu	ziu3	詔		告也，上命也		
D7916	B62A25	79	z	iu	3	3	iu	ziu3	醮		打～，再嫁曰～		
D7917	B62B05	79	z	iu	6	6	iu	ziu6	趙		姓～		
D7918	B62B02	79	z	iu	6	6	iu	ziu6	召		呼也，～見		
D7919	B62C02	79	c	iu	1	1	iu	ciu1	昭		明也，光也		
D7920	B62C03	79	c	iu	1	1	iu	ciu1	釗		遠也，見也		
D7921	B62C04	79	c	iu	1	1	iu	ciu1	超		～出，～群		
D7922	B62C06	79	c	iu	1	1	iu	ciu1	鍫		～挖，～泥		
D7923	B62C07	79	c	iu	2	2	iu	ciu2	悄		憂也		
D7924	B62C09	79	c	iu	3	3	iu	ciu3	肖		似也，～像		
D7925	B62C10	79	c	iu	3	3	iu	ciu3	俏		嬌美		
D7926	B62D02	79	c	iu	4	4	iu	ciu4	朝		～廷		
D7927	B62D03	79	c	iu	4	4	iu	ciu4	潮		～水		
D7928	B62D06	79	c	iu	4	4	iu	ciu4	樵		～悴		
D7929	B62D04	79	c	iu	4	4	iu	ciu4	憔		採柴者曰～夫		
D7930	B62E01	79	n	iu	5	5	iu	niu5	鳥		雀～		
D7931	B62E02	79	n	iu	5	5	iu	niu5	嫋		～娜，嬌～		
D7932	B62E09	79	n	iu	6	6	iu	niu6	尿		疴～		
D7933	B62F04	79	s	iu	1	1	iu	siu1	消		散也，滅也		
D7934	B62F01	79	s	iu	1	1	iu	siu1	宵		夜也		
D7935	B62F11	79	s	iu	1	1	iu	siu1	燒		火～		
D7936	B62F13	79	s	iu	1	1	iu	siu1	蕭		草名，～條，又姓		
D7937	B62F10	79	s	iu	1	1	iu	siu1	銷		～熔，取～，推～		
D7938	B62F06	79	s	iu	1	1	iu	siu1	硝		硭～，～磺		
D7939	B62F14	79	s	iu	1	1	iu	siu1	簫		樂器		
D7940	B62F02	79	s	iu	1	1	iu	siu1	逍		～遙		
D7941	B62F17	79	s	iu	2	2	iu	siu2	小		細～		
D7942	B62F18	79	s	iu	2	2	iu	siu2	少		多～，幼也		
D7943	B62F19	79	s	iu	2	2	iu	siu2	筱		小竹		
D7944	B62F24	79	s	iu	3	3	iu	siu3	笑		歡～		
D7945	B62F22	79	s	iu	3	3	iu	siu3	少		幼年，老～		
D7946	B62F26	79	s	iu	3	3	iu	siu3	嘯		大聲也，海～，如虎～		
D7947	B62G05	79	s	iu	4	4	iu	siu4	韶		～光，又樂器		
D7948	B62G09	79	s	iu	6	6	iu	siu6	兆		十億一～，又預～		
D7949	B62G17	79	s	iu	6	6	iu	siu6	紹		繼也，介～		
D7950	B62G14	79	s	iu	6	6	iu	siu6	邵		高也，勉也		
D7951	B62G19	79	s	iu	6	6	iu	siu6	肇		始也，開也		
D8001	B62H05	80	j	iu	1	1	iu	jiu1	要		～求		
D8002	B62H07	80	j	iu	1	1	iu	jiu1	腰		～骨		
D8003	B62H11	80	j	iu	1	1	iu	jiu1	邀		招也，求也，受也		
D8004	B62H15	80	j	iu	2	2	iu	jiu2	殀		命短		
D8005	B62H12	80	j	iu	2	2	iu	jiu2	夭		愉快也，又通殀		
D8006	B62H13	80	j	iu	2	2	iu	jiu2	妖		～媚，～怪		
D8007	B62H19	80	j	iu	3	3	iu	jiu3	要		需～，緊～，綱～		
D8008	B62I05	80	j	iu	4	4	iu	jiu4	堯		高也，又唐帝		
D8009	B62I07	80	j	iu	4	4	iu	jiu4	摇	揺|搖	擺動		
D8010	B62I12	80	j	iu	4	4	iu	jiu4	猺		種族名		
D8011		80	j	iu	4	4	iu	jiu4	遥	遙	逍～，～遠		
D8012	B62I24	80	j	iu	4	4	iu	jiu4	謡	謠	歌～，～言		
D8013	B62I02	80	j	iu	4	4	iu	jiu4	姚		姓～		
D8014	B62I22	80	j	iu	4	4	iu	jiu4	窰		瓦～，～竈		
D8015	B62I28	80	j	iu	4	4	iu	jiu4	饒		富也，多也		
D8016	B62I16	80	j	iu	4	4	iu	jiu4	瑶	瑤	琼～，美玉		
D8017	B62I35	80	j	iu	5	5	iu	jiu5	擾		煩～，～亂		
D8018	B62I34	80	j	iu	5	5	iu	jiu5	繞		纏～		
D8019	B62I40	80	j	iu	6	6	iu	jiu6	耀		光也，照～，炫～		
D8020	B62I39	80	j	iu	6	6	iu	jiu6	曜		日光也，星期日曰～日		
D8021	B62J01	80	g	iu	1	1	iu	giu1	嬌		柔美		
D8022	B62J03	80	g	iu	1	1	iu	giu1	驕		～傲，～縱		
D8023	B62J06	80	g	iu	2	2	iu	giu2	糾		～正，～察		
D8024	B62J15	80	g	iu	2	2	iu	giu2	轎		一頂～		
D8025	B62J12	80	g	iu	2	2	iu	giu2	矯		～正，又假托		
D8026	B62J16	80	g	iu	2	2	iu	giu2	繳		～交，～回		
D8027	B62J19	80	g	iu	3	3	iu	giu3	叫		呼喚		
D8028		80	g	iu	3	3	iu	giu3	呌		呼喚	Y	
D8029	B62K01	80	g	iu	6	6	iu	giu6	撬		～門，鍫～		
D8030	B62K02	80	g	iu	6	6	iu	giu6	轎		一頂～		
D8031	B62L06	80	k	iu	4	4	iu	kiu4	橋		樹名，～梁		
D8032	B62L09	80	k	iu	4	4	iu	kiu4	翹		高也，企也，～首		
D8033	B62L02	80	k	iu	4	4	iu	kiu4	喬		高也。～裝		
D8034	B62L03	80	k	iu	4	4	iu	kiu4	僑		居外國曰～民，～居		
D8035		80	k	iu	5	5	iu	kiu5	蕎		～頭		
D8036	B63A04	80	d	iu	1	1	iu	diu1	彫		～刻		
D8037	B63A08	80	d	iu	1	1	iu	diu1	雕		～刻	Y	
D8038	B63A01	80	d	iu	1	1	iu	diu1	刁		狡惡曰～		
