# 資料庫版本: 2020-06-14
序號	頁碼	勘誤表頁碼	音節組	字頭	兼容字頭	讀音	聲調	讀音分類	讀音備註	釋義	字條校訂註	義項#	讀音#
645.0.26.0.11	617		ts‘z’	刺		ts‘z’꜄	陰去					1/1	1/1
645.0.27.0.11	617		ts‘z’	賜		ts‘z’꜄	陰去					1/1	1/1
645.0.28.0.11	617		ts‘z’	廁|厠		ts‘z’꜄	陰去					1/1	1/1
646.0.01.0.11	617		tui	帨		tui꜄	陰去					1/1	1/1
647.0.01.0.11	617		túi	堆		꜀túi	陰平					1/1	1/1
647.0.02.0.11	618		túi	䭔		꜀túi	陰平					1/1	1/1
647.0.03.0.11	618		túi	對		꜂túi	陰上					1/1	1/1
647.0.04.0.11	618		túi	對|对		túi꜄	陰去					1/1	1/1
647.0.05.0.11	618		túi	碓		túi꜄	陰去					1/1	1/1
647.0.06.0.11	618		túi	兌		túi꜅	陽去					1/1	1/1
647.0.07.0.11	618		túi	駾		túi꜅	陽去					1/1	1/1
647.0.08.0.11	618		túi	懟|憝		túi꜅	陽去					1/1	1/1
647.0.09.0.11	618		túi	隊		túi꜅	陽去					1/1	1/1
648.0.01.0.11	619		t‘úi	推		꜀t‘úi	陰平					1/1	1/1
648.0.02.0.11	619		t‘úi	焞		꜀t‘úi	陰平					1/1	1/1
648.0.03.0.11	619		t‘úi	隤		꜁t‘úi	陽平					1/1	1/1
648.0.04.0.11	619		t‘úi	頺|頹	頽	꜁t‘úi	陽平					1/1	1/1
648.0.05.0.11	619		t‘úi	蘈		꜁t‘úi	陽平					1/1	1/1
648.0.06.0.11	619		t‘úi	魋		꜁t‘úi	陽平					1/1	1/1
648.0.07.0.11	619		t‘úi	腿		꜂t‘úi	陰上					1/1	1/1
648.0.08.0.11	619		t‘úi	退		t‘úi꜄	陰去					1/1	1/1
648.0.09.0.11	619		t‘úi	蛻		t‘úi꜄	陰去					1/1	1/1
649.0.01.0.11	620		tuk	督		tuk꜆	陰入			To conduct, to head, to lead, to command…|A colloquial word. To prick in, to take up on a stick, to fork; to point the finger at, to ridicule…		1/1	1/1
649.0.02.0.11	620		tuk	篤		tuk꜆	陰入					1/1	1/1
649.0.03.0.11	620		tuk	𡰪		tuk꜆	陰入					1/1	1/1
649.0.04.0.11	620		tuk	獨		tuk꜇	陽入					1/1	1/1
649.0.05.0.11	620		tuk	韣		tuk꜇	陽入					1/1	1/1
649.0.06.0.11	620		tuk	凟|瀆		tuk꜇	陽入					1/1	1/1
649.0.07.0.11	621		tuk	牘		tuk꜇	陽入					1/1	1/1
649.0.08.0.11	621		tuk	犢		tuk꜇	陽入					1/1	1/1
649.0.09.0.11	621		tuk	匵|櫝		tuk꜇	陽入					1/1	1/1
649.0.10.0.11	621		tuk	讀		tuk꜇	陽入					1/1	1/1
649.0.11.0.11	621		tuk	讟		tuk꜇	陽入					1/1	1/1
649.0.12.0.11	621		tuk	黷		tuk꜇	陽入					1/1	1/1
649.0.13.0.11	621		tuk	纛		tuk꜇	陽入					1/1	1/1
649.0.14.0.11	621		tuk	毒		tuk꜇	陽入					1/1	1/1
650.0.01.0.11	621		t‘uk	禿	秃	t‘uk꜆	陰入					1/1	1/1
650.0.02.0.11	621		t‘uk	鵚		t‘uk꜆	陰入					1/1	1/1
651.0.01.0.11	622		tún	敦|惇		꜀tún	陰平			Angry, enraged; great, consequential; big, substantial; generous, simple, honest; firm solid…		1/2	1/1
651.0.01.0.21	622		tún	敦|惇		꜀túi	陰平			To sleep alone; solitary, as a traveler; to cut in two		2/2	1/1
651.0.02.0.11	622		tún	𣎴		꜂tún	陰上					1/1	1/1
651.0.03.0.11	622		tún	燉		tún꜄	陰去					1/1	1/1
651.0.04.0.11	622		tún	頓		tún꜄	陰去			A colloquial word. To lay down, as a burden; half-witted, absent-minded, superannuated…		1/1	1/1
651.0.05.0.11	622		tún	頓		tún꜅	陽去			To bow the head, to prostrate, to fall before; to respectfully salute; a resting-place, an inn; a meal; a spell…		1/1	1/1
651.0.06.0.11	622		tún	遁|豚		tún꜅	陽去					1/1	1/1
651.0.07.0.11	622		tún	沌		tún꜅	陽去					1/1	1/1
651.0.08.0.11	622		tún	鈍		tún꜅	陽去					1/1	1/2
651.0.08.0.12	622		tún	鈍		tün꜅	陽去	OFTEN_PRO				1/1	2/2
652.0.01.0.11	623		t‘ún	湍		꜀t‘ún	陰平					1/1	1/1
652.0.02.0.11	623		t‘ún	盾		꜃t‘ún	陽上					1/1	1/1
652.0.03.0.11	623		t‘ún	楯		꜃t‘ún	陽上					1/1	1/1
652.0.04.0.11	623		t‘ún	腯		꜃t‘ún	陽上					1/1	1/1
652.0.05.0.11	623		t‘ún	彖		꜃t‘ún	陽上					1/1	1/1
653.0.01.0.11	623		tün	端		꜀tün	陰平					1/1	1/1
653.0.02.0.11	623		tün	短		꜂tün	陰上					1/1	1/1
653.0.03.0.11	623		tün	煅|鍛		tün꜄	陰去				原字模作「煆、鍜」	1/1	1/1
653.0.04.0.11	624	728	tün	斷		tün꜄	陰去					1/1	1/1
653.0.05.0.11	624		tün	斷		tün꜅	陽去					1/1	1/2
653.0.05.0.12	624		tün	斷		꜃t‘ün	陽上	USUALLY_PRO				1/1	2/2
653.0.06.0.11	624		tün	段		tün꜅	陽去				原字模作「叚」	1/1	1/1
653.0.07.0.11	624		tün	緞		tün꜅	陽去				原字模作「縀」	1/1	1/1
653.0.08.0.11	624		tün	𩏇		tün꜅	陽去				原字模作「䪗」	1/1	1/1
654.0.01.0.11	624		t‘ün	團		꜁t‘ün	陽平					1/1	1/1
654.0.02.0.11	624		t‘ün	摶		꜁t‘ün	陽平					1/1	1/1
654.0.03.0.11	625		t‘ün	漙		꜁t‘ün	陽平					1/1	1/1
654.0.04.0.11	625		t‘ün	屯		꜁t‘ün	陽平					1/1	1/1
654.0.05.0.11	625		t‘ün	囤		꜁t‘ün	陽平					1/1	1/1
654.0.06.0.11	625		t‘ün	豚		꜁t‘ün	陽平					1/1	1/1
654.0.07.0.11	625		t‘ün	臀		꜁t‘ün	陽平					1/1	1/1
655.0.01.0.11	625		tung	東		꜀tung	陰平					1/1	1/1
655.0.02.0.11	625		tung	冬		꜀tung	陰平					1/1	1/1
655.0.03.0.11	625		tung	董		꜂tung	陰上					1/1	1/1
655.0.04.0.11	625		tung	懂		꜂tung	陰上					1/1	1/1
655.0.05.0.11	626		tung	畽		꜂tung	陰上					1/1	1/2
655.0.05.0.12	626		tung	畽		꜂tün	陰上	ALSO_PRO				1/1	2/2
655.0.06.0.11	626		tung	挏		꜂tung	陰上					1/1	1/1
655.0.07.0.11	626		tung	凍		tung꜄	陰去					1/1	1/1
655.0.08.0.11	626		tung	棟		tung꜄	陰去					1/1	1/1
655.0.09.0.11	626		tung	蝀		tung꜄	陰去					1/1	1/1
655.0.10.0.11	626		tung	動		tung꜅	陽去					1/1	1/1
655.0.11.0.11	626		tung	慟		tung꜅	陽去					1/1	1/1
655.0.12.0.11	626		tung	戙		tung꜅	陽去					1/1	1/1
655.0.13.0.11	626		tung	洞		tung꜅	陽去					1/1	1/1
655.0.14.0.11	626		tung	衕		tung꜅	陽去					1/1	1/1
656.0.01.0.11	627		t‘ung	通		꜀t‘ung	陰平					1/1	1/1
656.0.02.0.11	627		t‘ung	蓪		꜀t‘ung	陰平					1/1	1/1
656.0.03.0.11	627		t‘ung	痌|恫		꜀t‘ung	陰平					1/1	1/1
656.0.04.0.11	627		t‘ung	同|仝		꜁t‘ung	陽平					1/1	1/1
656.0.05.0.11	627		t‘ung	侗		꜁t‘ung	陽平					1/1	1/1
656.0.06.0.11	627		t‘ung	峒		꜁t‘ung	陽平					1/1	1/1
656.0.07.0.11	627		t‘ung	桐		꜁t‘ung	陽平					1/1	1/1
656.0.08.0.11	628		t‘ung	筩|筒		꜁t‘ung	陽平					1/1	1/1
656.0.09.0.11	628		t‘ung	銅		꜁t‘ung	陽平					1/1	1/1
656.0.10.0.11	628		t‘ung	鮦		꜁t‘ung	陽平					1/1	1/1
656.0.11.0.11	628		t‘ung	童		꜁t‘ung	陽平					1/1	1/1
656.0.12.0.11	628		t‘ung	僮		꜁t‘ung	陽平					1/1	1/1
656.0.13.0.11	628		t‘ung	橦		꜁t‘ung	陽平					1/1	1/1
656.0.14.0.11	628		t‘ung	曈		꜁t‘ung	陽平					1/1	1/1
656.0.15.0.11	628		t‘ung	潼		꜁t‘ung	陽平					1/1	1/1
656.0.16.0.11	628		t‘ung	瞳		꜁t‘ung	陽平					1/1	1/1
656.0.17.0.11	628		t‘ung	穜		꜁t‘ung	陽平					1/1	1/1
656.0.18.0.11	628		t‘ung	艟		꜁t‘ung	陽平					1/1	1/1
656.0.19.0.11	628		t‘ung	佟		꜁t‘ung	陽平					1/1	1/1
656.0.20.0.11	628		t‘ung	鼕		꜁t‘ung	陽平					1/1	1/1
656.0.21.0.11	628		t‘ung	彤		꜁t‘ung	陽平					1/1	1/1
656.0.21.1.11		728	t‘ung	獞		꜁t‘ung	陽平					1/1	1/1
656.0.22.0.11	628		t‘ung	捅		꜂t‘ung	陰上					1/1	1/1
656.0.23.0.11	629		t‘ung	埇		꜂t‘ung	陰上					1/1	1/1
656.0.24.0.11	629		t‘ung	桶		꜂t‘ung	陰上					1/1	1/1
656.0.25.0.11	629		t‘ung	統		꜂t‘ung	陰上					1/1	1/1
656.0.26.0.11	629		t‘ung	痛		t‘ung꜄	陰去					1/1	1/1
657.0.00.1.11		728	tüt	○		tüt꜆	陰入			A colloquial word. Tapering, conical, to a point; to taper off; [꜁fan tüt꜆], a conical barrow or grave		1/1	1/1
657.0.01.0.11	629		tüt	奪		tüt꜇	陽入					1/1	1/1
658.0.01.0.11	629		t‘üt	脫		t‘üt꜆	陰入					1/1	1/1
659.0.01.0.11	630		ú	烏		꜀ú	陰平					1/1	1/1
659.0.02.0.11	630		ú	嗚|於		꜀ú	陰平					1/1	1/1
659.0.03.0.11	630		ú	圬		꜀ú	陰平					1/1	1/1
659.0.04.0.11	630		ú	杇		꜀ú	陰平					1/1	1/1
659.0.05.0.11	630		ú	污|汙		꜀ú	陰平					1/1	1/1
659.0.06.0.11	630		ú	胡		꜁ú	陽平					1/1	1/1
659.0.07.0.11	630		ú	湖		꜁ú	陽平					1/1	1/1
659.0.08.0.11	630		ú	瑚		꜁ú	陽平					1/1	1/1
659.0.09.0.11	630		ú	糊		꜁ú	陽平					1/1	1/1
659.0.10.0.11	631		ú	餬		꜁ú	陽平					1/1	1/1
659.0.11.0.11	631		ú	蝴		꜁ú	陽平					1/1	1/1
659.0.12.0.11	631		ú	葫		꜁ú	陽平					1/1	1/1
659.0.13.0.11	631		ú	瓠		꜁ú	陽平					1/1	1/1
659.0.14.0.11	631		ú	醐		꜁ú	陽平					1/1	1/1
659.0.15.0.11	631		ú	衚		꜁ú	陽平					1/1	1/1
659.0.16.0.11	631		ú	鶘		꜁ú	陽平					1/1	1/1
659.0.17.0.11	631		ú	鬍		꜁ú	陽平					1/1	1/1
659.0.18.0.11	631		ú	弧		꜁ú	陽平					1/1	1/1
659.0.19.0.11	631		ú	狐		꜁ú	陽平					1/1	1/1
659.0.20.0.11	631		ú	壺		꜁ú	陽平					1/1	1/1
659.0.21.0.11	631		ú	乎		꜁ú	陽平					1/1	1/1
659.0.22.0.11	632		ú	祜		꜂ú	陰上					1/1	1/1
659.0.23.0.11	632		ú	滸		꜂ú	陰上					1/1	1/1
659.0.24.0.11	632		ú	塢		꜂ú	陰上					1/1	1/1
659.0.25.0.11	632		ú	鄔		꜂ú	陰上					1/1	1/1
659.0.26.0.11	632		ú	惡		ú꜄	陰去					1/1	1/1
659.0.27.0.11	632		ú	噁		ú꜄	陰去					1/1	1/1
659.0.28.0.11	632		ú	戶		ú꜅	陽去					1/1	1/1
659.0.29.0.11	632		ú	芋		ú꜅	陽去					1/1	1/1
659.0.30.0.11	632		ú	互		ú꜅	陽去					1/1	1/1
659.0.31.0.11	632		ú	沍		ú꜅	陽去					1/1	1/1
659.0.32.0.11	632		ú	護		ú꜅	陽去					1/1	1/1
659.0.33.0.11	632		ú	濩		ú꜅	陽去					1/1	1/1
659.0.34.0.11	632		ú	岵		ú꜅	陽去					1/1	1/1
659.0.35.0.11	632		ú	怙		ú꜅	陽去					1/1	1/1
660.0.01.0.11	633		ü	於|于		꜀ü	陰平					1/1	1/1
660.0.02.0.11	633		ü	于		꜁ü	陽平					1/1	1/1
660.0.03.0.11	633		ü	如		꜁ü	陽平					1/1	1/1
660.0.04.0.11	633		ü	洳		꜁ü	陽平					1/1	1/1
660.0.05.0.11	633		ü	余|予		꜁ü	陽平					1/1	1/1
660.0.06.0.11	633		ü	餘		꜁ü	陽平					1/1	1/1
660.0.07.0.11	634		ü	魚		꜁ü	陽平					1/1	1/1
660.0.08.0.11	634		ü	漁		꜁ü	陽平					1/1	1/1
660.0.09.0.11	634		ü	輿		꜁ü	陽平					1/1	1/1
660.0.10.0.11	634		ü	歟|與		꜁ü	陽平					1/1	1/1
660.0.11.0.11	634		ü	舁		꜁ü	陽平					1/1	1/1
660.0.12.0.11	634		ü	禺		꜁ü	陽平					1/1	1/1
660.0.13.0.11	634		ü	嵎		꜁ü	陽平					1/1	1/1
660.0.14.0.11	634		ü	愚		꜁ü	陽平					1/1	1/1
660.0.15.0.11	634		ü	隅		꜁ü	陽平					1/1	1/1
660.0.16.0.11	634		ü	儒		꜁ü	陽平					1/1	1/1
660.0.17.0.11	635		ü	孺		꜁ü	陽平					1/1	1/1
660.0.18.0.11	635		ü	蠕		꜁ü	陽平					1/1	1/1
660.0.19.0.11	635		ü	虞		꜁ü	陽平					1/1	1/1
660.0.20.0.11	635		ü	娛		꜁ü	陽平					1/1	1/1
660.0.21.0.11	635		ü	妤		꜁ü	陽平					1/1	1/1
660.0.22.0.11	635		ü	臾		꜁ü	陽平			A moment of time; [꜀sü ꜁ü] momentary, presently, in a little while		1/2	1/1
660.0.22.0.21	635		ü	臾		kwai꜅	陽去			A basket for grass		2/2	1/1
660.0.23.0.11	635		ü	庾		꜁ü	陽平					1/1	1/1
660.0.24.0.11	635		ü	楰		꜁ü	陽平					1/1	1/1
660.0.25.0.11	635		ü	腴		꜁ü	陽平					1/1	1/1
660.0.26.0.11	635		ü	萸		꜁ü	陽平					1/1	1/1
660.0.27.0.11	635		ü	諛		꜁ü	陽平					1/1	1/1
660.0.28.0.11	635		ü	楡	榆	꜁ü	陽平					1/1	1/1
660.0.29.0.11	635		ü	愉		꜁ü	陽平					1/1	1/1
660.0.30.0.11	635		ü	渝		꜁ü	陽平					1/1	1/1
660.0.31.0.11	635		ü	窬		꜁ü	陽平					1/1	1/1
660.0.32.0.11	636		ü	蝓		꜁ü	陽平					1/1	1/1
660.0.33.0.11	636		ü	盂|𥁄		꜁ü	陽平					1/1	1/1
660.0.34.0.11	636		ü	竽		꜁ü	陽平					1/1	1/1
660.0.35.0.11	636		ü	𩁹	雩	꜁ü	陽平			To pray for rain; name of a sacrifice to implore rain		1/2	1/1
660.0.35.0.21	636		ü	𩁹	雩	ü꜅	陽去			The rainbow		2/2	1/1
660.0.36.0.11	636		ü	濡		꜁ü	陽平			Name of a river in the east of Kwángsí		1/2	1/2
660.0.36.0.12	636		ü	濡		꜀sü	陰平	USUALLY_PRO				1/2	2/2
660.0.36.0.21	636		ü	濡		꜃nün	陽上			Sediment, dirty water		2/2	1/1
660.0.37.0.11	636		ü	嫗		꜂ü	陰上					1/1	1/1
660.0.38.0.11	636		ü	雨		꜃ü	陽上			Rain, water from the clouds; a shower, a rain…		1/2	1/1
660.0.38.0.21	636		ü	雨		ü꜄	陰去			To rain, to descend from the sky, [ü꜄ ꜀kam ꜀sám yat꜇] it rained metal three days		2/2	1/1
660.0.39.0.11	636		ü	宇|寓		꜃ü	陽上					1/1	1/1
660.0.40.0.11	636		ü	禹		꜃ü	陽上					1/1	1/1
660.0.41.0.11	636		ü	瑀		꜃ü	陽上					1/1	1/1
660.0.42.0.11	636		ü	予		꜃ü	陽上					1/1	1/1
660.0.43.0.11	636		ü	與|与		꜃ü	陽上					1/1	1/1
660.0.44.0.11	637		ü	窳		꜃ü	陽上					1/1	1/1
660.0.45.0.11	637		ü	羽		꜃ü	陽上					1/1	1/1
660.0.46.0.11	637		ü	圄		꜃ü	陽上					1/1	1/1
660.0.47.0.11	637		ü	敔		꜃ü	陽上					1/1	1/1
660.0.48.0.11	637		ü	語		꜃ü	陽上					1/1	1/1
660.0.49.0.11	637		ü	鋙		꜃ü	陽上					1/1	1/1
660.0.50.0.11	637		ü	齬		꜃ü	陽上					1/1	1/1
660.0.51.0.11	637		ü	圉		꜃ü	陽上					1/1	1/1
660.0.52.0.11	638		ü	麌		꜃ü	陽上					1/1	1/1
660.0.53.0.11	638		ü	乳		꜃ü	陽上					1/1	1/1
660.0.54.0.11	638		ü	俁		꜃ü	陽上					1/1	1/1
660.0.55.0.11	638		ü	汝|女		꜃ü	陽上					1/1	1/1
660.0.56.0.11	638		ü	淤		ü꜄	陰去					1/1	1/1
660.0.57.0.11	638		ü	瘀		ü꜄	陰去					1/1	1/1
660.0.58.0.11	638		ü	飫		ü꜄	陰去					1/1	1/1
660.0.59.0.11	638		ü	酗		ü꜄	陰去					1/1	1/1
660.0.60.0.11	638		ü	煦		ü꜄	陰去					1/1	1/1
660.0.61.0.11	638		ü	俞	兪	ü꜅	陽去					1/1	1/1
660.0.62.0.11	638		ü	喻		ü꜅	陽去					1/1	1/1
660.0.63.0.11	638		ü	諭		ü꜅	陽去					1/1	1/1
660.0.64.0.11	638		ü	愈		ü꜅	陽去					1/1	1/1
660.0.65.0.11	639		ü	瑜		ü꜅	陽去					1/1	1/1
660.0.66.0.11	639		ü	覦		ü꜅	陽去					1/1	1/1
660.0.67.0.11	639		ü	踰|逾		ü꜅	陽去					1/1	1/1
660.0.68.0.11	639		ü	豫|預		ü꜅	陽去					1/1	1/1
660.0.69.0.11	639		ü	蕷		ü꜅	陽去					1/1	1/1
660.0.70.0.11	639		ü	裕		ü꜅	陽去					1/1	1/1
660.0.71.0.11	639		ü	澦		ü꜅	陽去					1/1	1/1
660.0.72.0.11	639		ü	鷽		ü꜅	陽去					1/1	1/1
660.0.73.0.11	639		ü	茹		ü꜅	陽去					1/1	1/2
660.0.73.0.12	639		ü	茹		꜁ü	陽平	ALSO_PRO				1/1	2/2
660.0.74.0.11	639		ü	譽		ü꜅	陽去					1/1	1/1
660.0.75.0.11	639		ü	御		ü꜅	陽去					1/1	1/1
660.0.76.0.11	640		ü	馭		ü꜅	陽去					1/1	1/1
660.0.77.0.11	640		ü	禦		ü꜅	陽去					1/1	1/1
660.0.78.0.11	640		ü	寓		ü꜅	陽去					1/1	1/1
660.0.79.0.11	640		ü	遇		ü꜅	陽去					1/1	1/1
661.0.01.0.11	640		úi	椳		꜀úi	陰平					1/1	1/1
661.0.02.0.11	640		úi	渨|隈		꜀úi	陰平					1/1	1/1
661.0.03.0.11	640		úi	煨		꜀úi	陰平					1/1	1/1
661.0.04.0.11	641		úi	喂		꜀úi	陰平					1/1	1/1
661.0.05.0.11	641		úi	猥		꜀úi	陰平					1/1	1/1
661.0.06.0.11	641		úi	回		꜁úi	陽平					1/1	1/1
661.0.07.0.11	641		úi	廻|迴		꜁úi	陽平					1/1	1/1
661.0.08.0.11	641		úi	徊		꜁úi	陽平					1/1	1/1
661.0.09.0.11	641		úi	洄		꜁úi	陽平					1/1	1/1
661.0.10.0.11	641		úi	茴		꜁úi	陽平					1/1	1/1
661.0.11.0.11	641		úi	噲		꜃úi	陽上					1/1	1/1
661.0.12.0.11	641	728	úi	會		úi꜅	陽去			To collect, to assemble, to convoke, to bring or call together; to make a compact…|A colloquial word. TO stew, to simmer in flour and water…		1/2	1/1
661.0.12.0.21	641	728	úi	會		úi꜅	陽去			To compare accounts; [úi꜅ kai꜄] to reckon with, to settle. Sometimes read [꜂k‘úi]		2/2	1/2
661.0.12.0.22	641	728	úi	會		꜂k‘úi	陰上	SOMETIMES_READ				2/2	2/2
661.0.13.0.11	642		úi	匯		úi꜅	陽去					1/1	1/1
662.0.01.0.11	642		uk	屋		uk꜆	陰入					1/1	1/1
662.0.02.0.11	642		uk	剭		uk꜆	陰入					1/1	1/1
663.0.01.0.11	642		ún	垣		꜁ún	陽平					1/1	1/1
663.0.02.0.11	642		ún	桓		꜁ún	陽平					1/1	1/1
663.0.03.0.11	642		ún	洹		꜁ún	陽平					1/1	1/1
663.0.04.0.11	642		ún	爰		꜁ún	陽平					1/1	1/1
663.0.05.0.11	642		ún	援		꜁ún	陽平					1/1	1/1
663.0.06.0.11	642		ún	湲		꜁ún	陽平					1/1	1/1
663.0.07.0.11	643		ún	碗|盌|椀		꜂ún	陰上					1/1	1/1
663.0.08.0.11	643		ún	腕		꜂ún	陰上					1/1	1/1
663.0.09.0.11	643		ún	睆		꜂ún	陰上					1/1	1/1
663.0.10.0.11	643		ún	澣|浣		꜂ún	陰上					1/1	1/1
663.0.10.1.11		728	ún	剜		꜂ún	陰上					1/1	1/1
663.0.11.0.11	643		ún	奐		ún꜅	陽去					1/1	1/1
663.0.12.0.11	643		ún	換		ún꜅	陽去					1/1	1/1
663.0.13.0.11	643		ún	渙		ún꜅	陽去					1/1	1/1
663.0.14.0.11	643		ún	煥		ún꜅	陽去					1/1	1/1
663.0.15.0.11	643		ún	玩		ún꜅	陽去					1/1	1/1
663.0.16.0.11	643		ún	翫		ún꜅	陽去					1/1	1/1
663.0.17.0.11	643		ún	緩		ún꜅	陽去					1/1	1/1
664.0.01.0.11	644		ün	冤|𡨚		꜀ün	陰平					1/1	1/1
664.0.02.0.11	644		ün	鴛		꜀ün	陰平					1/1	1/1
664.0.03.0.11	644		ün	鵷		꜀ün	陰平					1/1	1/1
664.0.04.0.11	644		ün	淵		꜀ün	陰平					1/1	1/1
664.0.05.0.11	644		ün	完		꜁ün	陽平					1/1	1/1
664.0.06.0.11	644		ün	玄|𤣥		꜁ün	陽平					1/1	1/1
664.0.07.0.11	644		ün	泫		꜁ün	陽平					1/1	1/1
664.0.08.0.11	644		ün	眩		꜁ün	陽平					1/1	1/2
664.0.08.0.12	644		ün	眩		ün꜅	陽去	ALSO_PRO				1/1	2/2
664.0.09.0.11	644		ün	衒		꜁ün	陽平					1/1	1/1
664.0.10.0.11	644		ün	員		꜁ün	陽平					1/1	1/1
664.0.11.0.11	645		ün	圓|圜		꜁ün	陽平					1/1	1/1
664.0.12.0.11	645		ün	元		꜁ün	陽平					1/1	1/1
664.0.13.0.11	645		ün	刓|园		꜁ün	陽平					1/1	1/1
664.0.14.0.11	645		ün	芫		꜁ün	陽平					1/1	1/1
664.0.15.0.11	645		ün	鳶		꜁ün	陽平					1/1	1/1
664.0.16.0.11	645		ün	沿		꜁ün	陽平					1/1	1/1
664.0.17.0.11	645		ün	鉛		꜁ün	陽平					1/1	1/1
664.0.18.0.11	645		ün	懸		꜁ün	陽平					1/1	1/1
664.0.19.0.11	645		ün	丸		꜁ün	陽平					1/1	1/1
664.0.20.0.11	646		ün	芄		꜁ün	陽平					1/1	1/1
664.0.21.0.11	646		ün	紈		꜁ün	陽平					1/1	1/1
664.0.22.0.11	646		ün	椽		꜁ün	陽平					1/1	1/1
664.0.23.0.11	646		ün	緣		꜁ün	陽平					1/1	1/1
664.0.24.0.11	646		ün	園		꜁ün	陽平					1/1	1/1
664.0.25.0.11	646		ün	袁		꜁ün	陽平					1/1	1/1
664.0.26.0.11	646		ün	轅		꜁ün	陽平					1/1	1/1
664.0.27.0.11	646		ün	猿|猨		꜁ün	陽平					1/1	1/1
664.0.28.0.11	646		ün	黿		꜁ün	陽平					1/1	1/1
664.0.29.0.11	646		ün	原		꜁ün	陽平					1/1	1/1
664.0.30.0.11	647		ün	源		꜁ün	陽平					1/1	1/1
664.0.31.0.11	647		ün	嫄		꜁ün	陽平					1/1	1/1
664.0.32.0.11	647		ün	縓		꜁ün	陽平					1/1	1/1
664.0.33.0.11	647		ün	騵		꜁ün	陽平					1/1	1/1
664.0.34.0.11	647		ün	螈		꜁ün	陽平					1/1	1/1
664.0.35.0.11	647		ün	苑|院		꜂ün	陰上					1/1	1/1
664.0.36.0.11	647		ün	宛		꜂ün	陰上					1/1	1/1
664.0.37.0.11	647		ün	婉		꜂ün	陰上					1/1	1/1
664.0.38.0.11	647		ün	捥		꜂ün	陰上					1/1	1/1
664.0.39.0.11	647		ün	琬		꜂ün	陰上					1/1	1/1
664.0.40.0.11	647		ün	阮		꜃ün	陽上					1/1	1/1
664.0.41.0.11	647		ün	撋		꜃ün	陽上					1/1	1/1
664.0.42.0.11	648		ün	軟|輭|耎		꜃ün	陽上					1/1	1/1
664.0.43.0.11	648		ün	遠		꜃ün	陽上			Distant, remote, far off, in time or place; to consider as distant		1/2	1/1
664.0.43.0.21	648		ün	遠		ün꜅	陽去			To keep at a distance, to put away, to remove, to send off…		2/2	1/1
664.0.44.0.11	648		ün	薳		꜃ün	陽上			A leaf bud,the buds which come in spring		1/2	1/1
664.0.44.0.21	648		ün	薳		꜂wai	陰上			Grass, plants; a surname…		2/2	1/1
664.0.45.0.11	648		ün	怨		ün꜄	陰去					1/1	1/1
664.0.46.0.11	648		ün	媛		ün꜅	陽去					1/1	1/1
664.0.47.0.11	648		ün	瑗		ün꜅	陽去					1/1	1/1
664.0.48.0.11	648		ün	縣		ün꜅	陽去			A district, the fifth in order of territorial divisions; a district magistrate; the district city…		1/2	1/1
664.0.48.0.21	648		ün	縣		ün꜅	陽去			Same as 懸 to suspend		2/2	1/1
664.0.49.0.11	648		ün	院		ün꜅	陽去					1/1	1/1
664.0.50.0.11	649		ün	愿		ün꜅	陽去					1/1	1/1
664.0.51.0.11	649		ün	願		ün꜅	陽去					1/1	1/1
665.0.01.0.11	649		ung	壅		꜀ung	陰平					1/1	1/1
665.0.02.0.11	649		ung	擁		꜂ung	陰上					1/1	1/1
665.0.03.0.11	649		ung	甕|瓮		ung꜄	陰去					1/1	1/1
665.0.04.0.11	649		ung	齆		ung꜄	陰去					1/1	1/1
666.0.01.0.11	649		út	活		út꜇	陽入					1/1	1/1
667.0.01.0.11	650		üt	乙		üt꜆	陰入					1/1	1/1
667.0.02.0.11	650		üt	曰		üt꜆	陰入					1/1	1/1
667.0.03.0.11	650		üt	鳦		üt꜆	陰入					1/1	1/1
667.0.04.0.11	650		üt	月		üt꜇	陽入					1/1	1/1
667.0.05.0.11	650		üt	刖		üt꜇	陽入					1/1	1/1
667.0.06.0.11	650		üt	粵		üt꜇	陽入					1/1	1/1
667.0.07.0.11	650		üt	軏		üt꜇	陽入					1/1	1/1
667.0.08.0.11	650		üt	悅|說		üt꜇	陽入					1/1	1/1
667.0.09.0.11	650		üt	閱		üt꜇	陽入					1/1	1/1
667.0.10.0.11	650		üt	越		üt꜇	陽入					1/1	1/1
667.0.11.0.11	651		üt	戉|鉞		üt꜇	陽入				原字模作「戊、銊」	1/1	1/1
667.0.12.0.11	651		üt	穴		üt꜇	陽入					1/1	1/1
668.0.01.0.11	651		wá	呱		꜀wá	陰平					1/1	1/1
668.0.02.0.11	651		wá	哇		꜀wá	陰平					1/1	1/1
668.0.03.0.11	651		wá	娃		꜀wá	陰平					1/1	1/1
668.0.04.0.11	651		wá	蛙|鼃		꜀wá	陰平					1/1	1/1
668.0.05.0.11	651		wá	漥		꜀wá	陰平					1/1	1/1
668.0.06.0.11	651		wá	窊		꜀wá	陰平					1/1	1/1
668.0.07.0.11	651		wá	騧		꜀wá	陰平					1/1	1/1
668.0.08.0.11	652		wá	嘩|譁		꜀wá	陰平					1/1	1/1
668.0.09.0.11	652		wá	驊		꜀wá	陰平					1/1	1/1
668.0.10.0.11	652		wá	華|蕐		꜁wá	陽平					1/1	1/1
