# 資料庫版本: 2021-08-01
編號	頁	字碼	字	(輔助檢索用異體)	異讀分類	欄位	義項	讀音類型	說明	粵拼讀音	粵拼聲母	粵拼韻母	粵拼聲調	九聲聲調	增補讀音	經校訂修正	校訂註
4719	207	4021	輾		8.02.1 (293頁)	廣州話讀音欄		建議讀音		zin2	z	in	2	2			
4720	207	4022	轂			廣州話讀音欄		建議讀音		guk1	g	uk	1	7			
4721	207	4023	轅			廣州話讀音欄		建議讀音		jyun4	j	yun	4	4			
4722	207	4024	輿			廣州話讀音欄		建議讀音		jyu4	j	yu	4	4			
4723	207	4025	轍			廣州話讀音欄		建議讀音		cit3	c	it	3	8			
4724	207	4026	轉		8.01.1 (227頁)	廣州話讀音欄	1	建議讀音	轉送	zyun2	z	yun	2	2			
4725	207	4026	轉		8.01.1 (227頁)	廣州話讀音欄	2	建議讀音	轉得快	zyun3	z	yun	3	3			
4726	207	4027	轔			廣州話讀音欄		建議讀音		leon4	l	eon	4	4			
4727	207	4028	轎		5.43 (157頁)	廣州話讀音欄		建議讀音		giu2	g	iu	2	2			
4728	207	4028	轎		5.43 (157頁)	備註欄		語		kiu2	k	iu	2	2			
4729	207	4029	轟			廣州話讀音欄		建議讀音		gwang1	gw	ang	1	1			
4730	207	4030	轡			廣州話讀音欄		建議讀音		bei3	b	ei	3	3			
4731	207	4031	辛			廣州話讀音欄		建議讀音		san1	s	an	1	1			
4732	207	4032	辜			廣州話讀音欄		建議讀音		gu1	g	u	1	1			
4733	207	4033	辟		8.02.2 (330頁)	廣州話讀音欄		建議讀音		pik1	p	ik	1	7			
4734	207	4033	辟		8.02.2 (330頁)	備註欄			復辟又讀	bik1	b	ik	1	7			
4735	207	4034	辣			廣州話讀音欄		建議讀音		laat6	l	aat	6	9			
4736	207	4035	辦			廣州話讀音欄		建議讀音		baan6	b	aan	6	6			
4737	207	4036	辨			廣州話讀音欄		建議讀音		bin6	b	in	6	6			
4738	208	4037	辭			廣州話讀音欄		建議讀音		ci4	c	i	4	4			
4739	208	4038	辯			廣州話讀音欄		建議讀音		bin6	b	in	6	6			
4740	208	4039	辰			廣州話讀音欄		建議讀音		san4	s	an	4	4			
4741	208	4040	辱			廣州話讀音欄		建議讀音		juk6	j	uk	6	9			
4742	208	4041	農			廣州話讀音欄		建議讀音		nung4	n	ung	4	4			
4743	208	4042	迂			廣州話讀音欄		建議讀音		jyu1	j	yu	1	1			
4744	208	4043	迅			廣州話讀音欄		建議讀音		seon3	s	eon	3	3			
4745	208	4044	迄		5.52 (160頁)	廣州話讀音欄		建議讀音		ngat6	ng	at	6	9		Y	建議讀音《異讀》原作中入調，今從分類標題之建議讀音及《讀音表》
4746	208	4045	巡			廣州話讀音欄		建議讀音		ceon4	c	eon	4	4			
4747	208	4046	迎		3.19.1 (130頁)	廣州話讀音欄		建議讀音		jing4	j	ing	4	4			
4748	208	4047	返			廣州話讀音欄		建議讀音		faan2	f	aan	2	2			
4749	208	4048	近		5.39 (156頁)	廣州話讀音欄		建議讀音		gan6	g	an	6	6			
4750	208	4048	近		5.39 (156頁)	備註欄		語		kan5	k	an	5	5			
4751	208	4049	述			廣州話讀音欄		建議讀音		seot6	s	eot	6	9			
4752	208	4050	迦			廣州話讀音欄		建議讀音		gaa1	g	aa	1	1			
4753	208	4051	迢			廣州話讀音欄		建議讀音		tiu4	t	iu	4	4			
4754	208	4052	迪	廸		廣州話讀音欄		建議讀音		dik6	d	ik	6	9			
4755	208	4053	迥			廣州話讀音欄		建議讀音		gwing2	gw	ing	2	2			
4756	208	4054	迫	廹	8.01.1 (227頁)	廣州話讀音欄	1	建議讀音	壓迫	baak1	b	aak	1	7			
4757	208	4054	迫	廹	8.01.1 (227頁)	廣州話讀音欄	2	建議讀音	迫擊炮	bik1	b	ik	1	7			
4758	208	4055	迤		8.01.1 (227頁)	廣州話讀音欄	1	建議讀音	迤邐	ji5	j	i	5	5		Y	「迤邐」原書作「迤麗」
4759	208	4055	迤		8.01.1 (227頁)	廣州話讀音欄	2	建議讀音	逶迤	ji4	j	i	4	4			
4760	208	4056	迭			廣州話讀音欄		建議讀音		dit6	d	it	6	9			
4761	209	4057	迸	逬	8.02.1 (293頁)	廣州話讀音欄		建議讀音		bing3	b	ing	3	3			
4762	209	4058	送			廣州話讀音欄		建議讀音		sung3	s	ung	3	3			
4763	209	4059	逆		4.23 (144頁); 8.02.1 (293頁)	廣州話讀音欄		建議讀音		jik6	j	ik	6	9			
4764	209	4060	迷			廣州話讀音欄		建議讀音		mai4	m	ai	4	4			
4765	209	4061	退			廣州話讀音欄		建議讀音		teoi3	t	eoi	3	3			
4766	209	4062	迺	廼		廣州話讀音欄		建議讀音		naai5	n	aai	5	5			
4767	209	4063	迴	廻		廣州話讀音欄		建議讀音		wui4	w	ui	4	4			
4768	209	4064	逃			廣州話讀音欄		建議讀音		tou4	t	ou	4	4			
4769	209	4065	追		8.02.1 (293頁)	廣州話讀音欄		建議讀音		zeoi1	z	eoi	1	1			
4770	209	4066	逅			廣州話讀音欄		建議讀音		hau6	h	au	6	6			
4771	209	4067	這		3.16.1 (124頁)	廣州話讀音欄		建議讀音		ze3	z	e	3	3			
4772	209	4067	這		3.16.1 (124頁)	備註欄		又		ze5	z	e	5	5			
4773	209	4068	通			廣州話讀音欄		建議讀音		tung1	t	ung	1	1			
4774	209	4069	逗			廣州話讀音欄		建議讀音		dau6	d	au	6	6			
4775	209	4070	連			廣州話讀音欄		建議讀音		lin4	l	in	4	4			
4776	209	4071	速			廣州話讀音欄		建議讀音		cuk1	c	uk	1	7			
4777	209	4072	逝			廣州話讀音欄		建議讀音		sai6	s	ai	6	6			
4778	209	4073	逐			廣州話讀音欄		建議讀音		zuk6	z	uk	6	9			
4779	209	4074	逕		8.02.1 (294頁)	廣州話讀音欄		建議讀音		ging3	g	ing	3	3			
4780	209	4075	逍			廣州話讀音欄		建議讀音		siu1	s	iu	1	1			
4781	209	4076	逞			廣州話讀音欄		建議讀音		cing2	c	ing	2	2			
4782	209	4077	造		8.01.2 (243頁)	廣州話讀音欄	1	建議讀音	造船	zou6	z	ou	6	6			
4783	209	4077	造		8.01.2 (243頁)	廣州話讀音欄	2	建議讀音	造詣	cou3	c	ou	3	3			
4784	209	4078	透			廣州話讀音欄		建議讀音		tau3	t	au	3	3			
4785	209	4079	逢			廣州話讀音欄		建議讀音		fung4	f	ung	4	4			
4786	210	4080	逖		5.12 (149頁)	廣州話讀音欄		建議讀音		dik6	d	ik	6	9			
4787	210	4081	逛		5.51 (159頁)	廣州話讀音欄		建議讀音		kwaang3	kw	aang	3	3			
4788	210	4081	逛		5.51 (159頁)	備註欄		又		gwaang6	gw	aang	6	6			
4789	210	4082	途			廣州話讀音欄		建議讀音		tou4	t	ou	4	4			
4790	210	4083	逮		2.25.1 (76頁)	廣州話讀音欄		建議讀音		dai6	d	ai	6	6			
4791	210	4083	逮		2.25.1 (76頁)	備註欄		又		doi6	d	oi	6	6			
4792	210	4084	逵			廣州話讀音欄		建議讀音		kwai4	kw	ai	4	4			
4793	210	4085	週			廣州話讀音欄		建議讀音		zau1	z	au	1	1			
4794	210	4086	逸			廣州話讀音欄		建議讀音		jat6	j	at	6	9			
4795	210	4087	進			廣州話讀音欄		建議讀音		zeon3	z	eon	3	3			
4796	210	4088	運			廣州話讀音欄		建議讀音		wan6	w	an	6	6			
4797	210	4089	遊		3.19.1 (130頁)	廣州話讀音欄		建議讀音		jau4	j	au	4	4			
4798	210	4090	道			廣州話讀音欄		建議讀音		dou6	d	ou	6	6			
4799	210	4091	遂			廣州話讀音欄		建議讀音		seoi6	s	eoi	6	6			
4800	210	4092	遍		1.06.4 (44頁)	廣州話讀音欄		建議讀音		pin3	p	in	3	3			
4801	210	4092	遍		1.06.4 (44頁)	備註欄		又		bin3	b	in	3	3			
4802	210	4093	達		8.02.1 (294頁)	廣州話讀音欄		建議讀音		daat6	d	aat	6	9			
4803	210	4094	逼			廣州話讀音欄		建議讀音		bik1	b	ik	1	7			
4804	210	4095	違			廣州話讀音欄		建議讀音		wai4	w	ai	4	4			
4805	210	4096	遐			廣州話讀音欄		建議讀音		haa4	h	aa	4	4			
4806	210	4097	遇			廣州話讀音欄		建議讀音		jyu6	j	yu	6	6			
4807	210	4098	遏			廣州話讀音欄		建議讀音		aat3		aat	3	8			
4808	210	4099	過		8.02.1 (294頁)	廣州話讀音欄		建議讀音		gwo3	gw	o	3	3			
4809	210	4100	遑			廣州話讀音欄		建議讀音		wong4	w	ong	4	4			
4810	210	4101	逾		3.19.4 (132頁)	廣州話讀音欄		建議讀音		jyu6	j	yu	6	6			
4811	210	4101	逾		3.19.4 (132頁)	備註欄		又		jyu4	j	yu	4	4			
4812	210	4102	遁			廣州話讀音欄		建議讀音		deon6	d	eon	6	6			
4813	211	4103	遠		8.02.2 (331頁)	廣州話讀音欄		建議讀音		jyun5	j	yun	5	5			
4814	211	4103	遠		8.02.2 (331頁)	備註欄			敬而遠之又讀	jyun6	j	yun	6	6			
4815	211	4104	遘		1.20.1 (52頁)	廣州話讀音欄		建議讀音		gau3	g	au	3	3			
4816	211	4105	遜			廣州話讀音欄		建議讀音		seon3	s	eon	3	3			
4817	211	4106	遣			廣州話讀音欄		建議讀音		hin2	h	in	2	2			
4818	211	4107	遙	遥		廣州話讀音欄		建議讀音		jiu4	j	iu	4	4			
4819	211	4108	遞			廣州話讀音欄		建議讀音		dai6	d	ai	6	6			
4820	211	4109	適		8.02.2 (331頁)	廣州話讀音欄		建議讀音		sik1	s	ik	1	7			
4821	211	4109	適		8.02.2 (331頁)	備註欄			(古)通嫡	dik1	d	ik	1	7	Y		
4822	211	4110	遮			廣州話讀音欄		建議讀音		ze1	z	e	1	1			
4823	211	4111	遨		3.19.2 (131頁)	廣州話讀音欄		建議讀音		ngou4	ng	ou	4	4			
4824	211	4111	遨		3.19.2 (131頁)	備註欄		又		ngou6	ng	ou	6	6			
4825	211	4112	遭			廣州話讀音欄		建議讀音		zou1	z	ou	1	1			
4826	211	4113	遷			廣州話讀音欄		建議讀音		cin1	c	in	1	1			
4827	211	4114	遵		2.54.1 (96頁)	廣州話讀音欄		建議讀音		zeon1	z	eon	1	1			
4828	211	4115	遴		8.02.2 (331頁)	廣州話讀音欄		建議讀音		leon4	l	eon	4	4			
4829	211	4115	遴		8.02.2 (331頁)	備註欄			(古)通吝	leon6	l	eon	6	6	Y		
4830	211	4116	選			廣州話讀音欄		建議讀音		syun2	s	yun	2	2			
4831	211	4117	遲		8.02.1 (294頁)	廣州話讀音欄		建議讀音		ci4	c	i	4	4			
4832	211	4118	遼			廣州話讀音欄		建議讀音		liu4	l	iu	4	4			
4833	211	4119	遺		8.02.2 (331頁)	廣州話讀音欄		建議讀音		wai4	w	ai	4	4			
4834	211	4119	遺		8.02.2 (331頁)	備註欄		古	遺贈	wai6	w	ai	6	6			
4835	211	4120	避			廣州話讀音欄		建議讀音		bei6	b	ei	6	6			
4836	211	4121	遽		3.17.3 (125頁)	廣州話讀音欄		建議讀音		geoi6	g	eoi	6	6			
4837	211	4122	還		8.02.2 (331頁)	廣州話讀音欄		建議讀音		waan4	w	aan	4	4			
4838	211	4122	還		8.02.2 (331頁)	備註欄			通旋	syun4	s	yun	4	4	Y		
4839	211	4123	邁			廣州話讀音欄		建議讀音		maai6	m	aai	6	6			
4840	211	4124	邂		3.20.2 (133頁)	廣州話讀音欄		建議讀音		haai5	h	aai	5	5			
4841	211	4124	邂		3.20.2 (133頁)	備註欄		又		haai6	h	aai	6	6			
4842	211	4125	邀			廣州話讀音欄		建議讀音		jiu1	j	iu	1	1			
4843	212	4126	邇			廣州話讀音欄		建議讀音		ji5	j	i	5	5			
4844	212	4127	邊			廣州話讀音欄		建議讀音		bin1	b	in	1	1			
4845	212	4128	邐		2.21.2 (74頁)	廣州話讀音欄		建議讀音		lei5	l	ei	5	5			
4846	212	4129	邏		8.02.2 (331頁)	廣州話讀音欄		建議讀音		lo4	l	o	4	4			
4847	212	4129	邏		8.02.2 (331頁)	備註欄			巡邏又讀	lo6	l	o	6	6			
4848	212	4130	邑			廣州話讀音欄		建議讀音		jap1	j	ap	1	7			
4849	212	4131	邢	郉		廣州話讀音欄		建議讀音		jing4	j	ing	4	4			
4850	212	4132	邪		8.02.2 (332頁)	廣州話讀音欄		建議讀音		ce4	c	e	4	4			
4851	212	4132	邪		8.02.2 (332頁)	備註欄			(古)同耶	je4	j	e	4	4	Y		
4852	212	4133	那		2.02.1 (61頁); 8.01.2 (243頁)	廣州話讀音欄	1	建議讀音	那裡	naa5	n	aa	5	5			
4853	212	4133	那		2.02.1 (61頁); 8.01.2 (243頁)	廣州話讀音欄	2	建議讀音	姓那	naa1	n	aa	1	1			
4854	212	4134	邦			廣州話讀音欄		建議讀音		bong1	b	ong	1	1			
4855	212	4135	邵			廣州話讀音欄		建議讀音		siu6	s	iu	6	6			
4856	212	4136	邸			廣州話讀音欄		建議讀音		dai2	d	ai	2	2			
4857	212	4137	邱			廣州話讀音欄		建議讀音		jau1	j	au	1	1			
4858	212	4138	郊			廣州話讀音欄		建議讀音		gaau1	g	aau	1	1			
4859	212	4139	郎	郞		廣州話讀音欄		建議讀音		long4	l	ong	4	4			
4860	212	4140	郁		8.02.1 (294頁)	廣州話讀音欄		建議讀音		juk1	j	uk	1	7			
4861	212	4141	郡			廣州話讀音欄		建議讀音		gwan6	gw	an	6	6			
4862	212	4142	邕			廣州話讀音欄		建議讀音		jung1	j	ung	1	1			
4863	212	4143	部			廣州話讀音欄		建議讀音		bou6	b	ou	6	6			
4864	212	4144	郭			廣州話讀音欄		建議讀音		gwok3	gw	ok	3	8			
4865	212	4145	都			廣州話讀音欄		建議讀音		dou1	d	ou	1	1			
4866	212	4146	鄂			廣州話讀音欄		建議讀音		ngok6	ng	ok	6	9			
4867	213	4147	郵			廣州話讀音欄		建議讀音		jau4	j	au	4	4			
4868	213	4148	鄉	郷|鄕	8.02.1 (294頁)	廣州話讀音欄		建議讀音		hoeng1	h	oeng	1	1			
4869	213	4149	鄒			廣州話讀音欄		建議讀音		zau1	z	au	1	1			
4870	213	4150	鄙			廣州話讀音欄		建議讀音		pei2	p	ei	2	2			
4871	213	4151	鄰	隣		廣州話讀音欄		建議讀音		leon4	l	eon	4	4			
4872	213	4152	鄭		2.43.1 (85頁)	廣州話讀音欄		建議讀音		zeng6	z	eng	6	6			
4873	213	4153	鄧			廣州話讀音欄		建議讀音		dang6	d	ang	6	6			
4874	213	4154	鄱		5.07 (148頁)	廣州話讀音欄		建議讀音		po4	p	o	4	4			
4875	213	4154	鄱		5.07 (148頁)	備註欄		又		bo3	b	o	3	3			
4876	213	4155	酋		1.30.1 (57頁)	廣州話讀音欄		建議讀音		jau4	j	au	4	4			
4877	213	4156	酊		8.01.1 (227頁)	廣州話讀音欄	1	建議讀音	碘酊	ding1	d	ing	1	1			
4878	213	4156	酊		8.01.1 (227頁)	廣州話讀音欄	2	建議讀音	酩酊	ding2	d	ing	2	2			
4879	213	4157	酒			廣州話讀音欄		建議讀音		zau2	z	au	2	2			
4880	213	4158	配			廣州話讀音欄		建議讀音		pui3	p	ui	3	3			
4881	213	4159	酌			廣州話讀音欄		建議讀音		zoek3	z	oek	3	8			
4882	213	4160	酗		4.17 (142頁)	廣州話讀音欄		建議讀音		jyu3	j	yu	3	3			
4883	213	4161	酣			廣州話讀音欄		建議讀音		ham4	h	am	4	4			
4884	213	4162	酥			廣州話讀音欄		建議讀音		sou1	s	ou	1	1			
4885	213	4163	酬			廣州話讀音欄		建議讀音		cau4	c	au	4	4			
4886	213	4164	酪		8.01.1 (228頁)	廣州話讀音欄	1	建議讀音	乳酪	lok3	l	ok	3	8			
4887	213	4164	酪		8.01.1 (228頁)	廣州話讀音欄	2	建議讀音	杏仁酪	lou6	l	ou	6	6			
4888	213	4165	酩		3.18.4 (129頁)	廣州話讀音欄		建議讀音		ming5	m	ing	5	5			
4889	213	4165	酩		3.18.4 (129頁)	備註欄		又		ming4	m	ing	4	4			
4890	213	4166	酵		5.37 (156頁)	廣州話讀音欄		建議讀音		haau1	h	aau	1	1			
4891	213	4167	酸			廣州話讀音欄		建議讀音		syun1	s	yun	1	1			
4892	213	4168	酷			廣州話讀音欄		建議讀音		huk6	h	uk	6	9			
4893	214	4169	醇			廣州話讀音欄		建議讀音		seon4	s	eon	4	4			
4894	214	4170	醉			廣州話讀音欄		建議讀音		zeoi3	z	eoi	3	3			
4895	214	4171	醋			廣州話讀音欄		建議讀音		cou3	c	ou	3	3			
4896	214	4172	醃	腌	6.23 (170頁)	廣州話讀音欄		建議讀音		jim1	j	im	1	1			
4897	214	4172	醃	腌	6.23 (170頁)	備註欄		語		jip3	j	ip	3	8			
4898	214	4173	醒		2.43.3 (90頁)	廣州話讀音欄		建議讀音		sing2	s	ing	2	2			
4899	214	4174	醣			廣州話讀音欄		建議讀音		tong4	t	ong	4	4			
4900	214	4175	醞	醖	3.08.1 (114頁)	廣州話讀音欄		建議讀音		wan5	w	an	5	5			
4901	214	4175	醞	醖	3.08.1 (114頁)	備註欄		又		wan3	w	an	3	3			
4902	214	4176	醜			廣州話讀音欄		建議讀音		cau2	c	au	2	2			
4903	214	4177	醫			廣州話讀音欄		建議讀音		ji1	j	i	1	1			
4904	214	4178	醬	醤		廣州話讀音欄		建議讀音		zoeng3	z	oeng	3	3			
4905	214	4179	醺			廣州話讀音欄		建議讀音		fan1	f	an	1	1			
4906	214	4180	釀			廣州話讀音欄		建議讀音		joeng6	j	oeng	6	6		Y	本注陽平聲，今據《讀音表》直音及所參考工具書改正
4907	214	4181	釁		3.17.4 (126頁)	廣州話讀音欄		建議讀音		jan6	j	an	6	6			
4908	214	4181	釁		3.17.4 (126頁)	備註欄		又		jan3	j	an	3	3			
4909	214	4182	采		8.02.2 (332頁)	廣州話讀音欄		建議讀音		coi2	c	oi	2	2			
4910	214	4182	采		8.02.2 (332頁)	備註欄		古	菜邑	coi3	c	oi	3	3			
4911	214	4183	釉		3.14.3 (122頁)	廣州話讀音欄		建議讀音		jau6	j	au	6	6			
4912	214	4184	釋			廣州話讀音欄		建議讀音		sik1	s	ik	1	7			
4913	214	4185	里			廣州話讀音欄		建議讀音		lei5	l	ei	5	5			
4914	214	4186	重		8.01.1 (228頁)	廣州話讀音欄	1	建議讀音	重要	zung6	z	ung	6	6			
4915	214	4186	重		8.01.1 (228頁)	廣州話讀音欄	2	建議讀音	重複	cung4	c	ung	4	4		Y	詞例「重複」《讀音表》作「重復」
4916	214	4186	重		8.01.1 (228頁)	廣州話讀音欄	3	建議讀音	輕重	cung5	c	ung	5	5			
4917	214	4187	野			廣州話讀音欄		建議讀音		je5	j	e	5	5			
4918	215	4188	量			廣州話讀音欄	1	建議讀音	量米	loeng4	l	oeng	4	4			
4919	215	4188	量			廣州話讀音欄	2	建議讀音	膽量	loeng6	l	oeng	6	6			
4920	215	4189	釐		8.01.1 (228頁)	廣州話讀音欄	1	建議讀音	釐定	lei4	l	ei	4	4			
4921	215	4189	釐		8.01.1 (228頁)	廣州話讀音欄	2	建議讀音	恭賀新釐	hei1	h	ei	1	1			
4922	215	4190	金			廣州話讀音欄		建議讀音		gam1	g	am	1	1			
4923	215	4191	釘		2.43.2 (86頁); 8.02.2 (332頁)	廣州話讀音欄		建議讀音		deng1	d	eng	1	1			
4924	215	4191	釘		2.43.2 (86頁); 8.02.2 (332頁)	備註欄		又		ding1	d	ing	1	1			
4925	215	4192	針			廣州話讀音欄		建議讀音		zam1	z	am	1	1			
4926	215	4193	釗			廣州話讀音欄		建議讀音		ciu1	c	iu	1	1			
4927	215	4194	釜	釡		廣州話讀音欄		建議讀音		fu2	f	u	2	2			
4928	215	4195	釵			廣州話讀音欄		建議讀音		caai1	c	aai	1	1			
4929	215	4196	釦			廣州話讀音欄		建議讀音		kau3	k	au	3	3			
4930	215	4197	釣			廣州話讀音欄		建議讀音		diu3	d	iu	3	3			
4931	215	4198	釧		3.03.2 (105頁)	廣州話讀音欄		建議讀音		cyun1	c	yun	1	1			
4932	215	4198	釧		3.03.2 (105頁)	備註欄		又		cyun3	c	yun	3	3			
4933	215	4199	鈕			廣州話讀音欄		建議讀音		nau2	n	au	2	2			
4934	215	4200	鈣			廣州話讀音欄		建議讀音		koi3	k	oi	3	3			
4935	215	4201	鈍			廣州話讀音欄		建議讀音		deon6	d	eon	6	6			
4936	215	4202	鈔		8.02.1 (295頁)	廣州話讀音欄		建議讀音		caau1	c	aau	1	1			
4937	215	4203	鈉		8.02.1 (295頁)	廣州話讀音欄		建議讀音		naap6	n	aap	6	9			
4938	215	4204	鈞			廣州話讀音欄		建議讀音		gwan1	gw	an	1	1			
4939	215	4205	鈐			廣州話讀音欄		建議讀音		kim4	k	im	4	4			
4940	215	4206	鈷			廣州話讀音欄		建議讀音		gu2	g	u	2	2			
4941	215	4207	鉗			廣州話讀音欄		建議讀音		kim4	k	im	4	4			
4942	215	4208	鈸		2.33.1 (80頁)	廣州話讀音欄		建議讀音		bat6	b	at	6	9			
4943	216	4209	鉀			廣州話讀音欄		建議讀音		gaap3	g	aap	3	8			
4944	216	4210	鈾			廣州話讀音欄		建議讀音		jau4	j	au	4	4			
4945	216	4211	鉛			廣州話讀音欄		建議讀音		jyun4	j	yun	4	4			
4946	216	4212	鉋			廣州話讀音欄		建議讀音		paau4	p	aau	4	4			
4947	216	4213	鉤	鈎	1.21.1 (53頁)	廣州話讀音欄		建議讀音		ngau1	ng	au	1	1			
4948	216	4214	鉑			廣州話讀音欄		建議讀音		bok6	b	ok	6	9			
4949	216	4215	鈴			廣州話讀音欄		建議讀音		ling4	l	ing	4	4			
4950	216	4216	銀			廣州話讀音欄		建議讀音		ngan4	ng	an	4	4			
4951	216	4217	銅			廣州話讀音欄		建議讀音		tung4	t	ung	4	4			
4952	216	4218	銘		3.18.2 (128頁)	廣州話讀音欄		建議讀音		ming4	m	ing	4	4			
4953	216	4218	銘		3.18.2 (128頁)	備註欄		又		ming5	m	ing	5	5			
4954	216	4219	銖		5.26 (153頁)	廣州話讀音欄		建議讀音		zyu1	z	yu	1	1			
4955	216	4219	銖		5.26 (153頁)	備註欄		又		syu4	s	yu	4	4			
4956	216	4220	銓			廣州話讀音欄		建議讀音		cyun4	c	yun	4	4			
4957	216	4221	銜			廣州話讀音欄		建議讀音		haam4	h	aam	4	4			
4958	216	4222	鋅			廣州話讀音欄		建議讀音		san1	s	an	1	1			
4959	216	4223	銻			廣州話讀音欄		建議讀音		tai1	t	ai	1	1			
4960	216	4224	鋭	銳		廣州話讀音欄		建議讀音		jeoi6	j	eoi	6	6			
4961	216	4225	鋪			廣州話讀音欄	1	建議讀音	鋪張	pou1	p	ou	1	1			
4962	216	4225	鋪			廣州話讀音欄	2	建議讀音	店鋪	pou3	p	ou	3	3			
4963	216	4226	銬			廣州話讀音欄		建議讀音		kaau3	k	aau	3	3			
4964	216	4227	銷			廣州話讀音欄		建議讀音		siu1	s	iu	1	1			
4965	216	4228	鋤			廣州話讀音欄		建議讀音		co4	c	o	4	4			
4966	216	4229	鋁			廣州話讀音欄		建議讀音		leoi5	l	eoi	5	5			
4967	216	4230	銼			廣州話讀音欄		建議讀音		co3	c	o	3	3			
4968	216	4231	鋒			廣州話讀音欄		建議讀音		fung1	f	ung	1	1			
4969	217	4232	錠		3.09.2 (115頁)	廣州話讀音欄		建議讀音		ding6	d	ing	6	6			
4970	217	4232	錠		3.09.2 (115頁)	備註欄		又		ding3	d	ing	3	3			
4971	217	4233	錶		3.01.2 (100頁)	廣州話讀音欄		建議讀音		biu1	b	iu	1	1			
4972	217	4234	鋸		2.51.1 (95頁)	廣州話讀音欄		建議讀音		geoi3	g	eoi	3	3			
4973	217	4234	鋸		2.51.1 (95頁)	備註欄		語		goe3	g	oe	3	3			
4974	217	4235	錳		3.05.2 (110頁)	廣州話讀音欄		建議讀音		maang5	m	aang	5	5			
4975	217	4236	錯		8.01.2 (244頁)	廣州話讀音欄	1	建議讀音	錯誤	co3	c	o	3	3			
4976	217	4236	錯		8.01.2 (244頁)	廣州話讀音欄	2	建議讀音	交錯	cok3	c	ok	3	8			
4977	217	4237	錢		8.02.2 (332頁)	廣州話讀音欄		建議讀音		cin4	c	in	4	4			
4978	217	4237	錢		8.02.2 (332頁)	備註欄		古	田器	zin2	z	in	2	2			
4979	217	4238	鋼		8.02.1 (295頁)	廣州話讀音欄		建議讀音		gong3	g	ong	3	3			
4980	217	4239	錫		2.42.2 (85頁)	廣州話讀音欄		建議讀音		sek3	s	ek	3	8			
4981	217	4239	錫		2.42.2 (85頁)	備註欄		又		sik3	s	ik	3	8			
4982	217	4240	錄	録		廣州話讀音欄		建議讀音		luk6	l	uk	6	9			
4983	217	4241	錚		2.13.2 (69頁)	廣州話讀音欄		建議讀音		zang1	z	ang	1	1			
4984	217	4242	錐			廣州話讀音欄		建議讀音		zeoi1	z	eoi	1	1			
4985	217	4243	錦			廣州話讀音欄		建議讀音		gam2	g	am	2	2			
4986	217	4244	鍍			廣州話讀音欄		建議讀音		dou6	d	ou	6	6			
4987	217	4245	鎂			廣州話讀音欄		建議讀音		mei5	m	ei	5	5			
4988	217	4246	錨		1.33.1 (58頁)	廣州話讀音欄		建議讀音		naau4	n	aau	4	4			
4989	217	4246	錨		1.33.1 (58頁)	備註欄		又		maau4	m	aau	4	4			
4990	217	4247	鍵			廣州話讀音欄		建議讀音		gin6	g	in	6	6			
4991	217	4248	鍊	錬	3.14.4 (123頁)	廣州話讀音欄		建議讀音		lin6	l	in	6	6			
4992	217	4248	鍊	錬	3.14.4 (123頁)	備註欄		語	金鍊，亦作金鏈	lin2	l	in	2	2			
4993	217	4249	鍥			廣州話讀音欄		建議讀音		kit3	k	it	3	8			
4994	217	4250	鍋			廣州話讀音欄		建議讀音		wo1	w	o	1	1			
4995	217	4251	錘		8.01.1 (228頁)	廣州話讀音欄	1	建議讀音	鐵錘	ceoi4	c	eoi	4	4			
